"Word","RTlexdec","RTnaming","Familiarity","WrittenFrequency","FamilySize","NounFrequency","VerbFrequency","Voice","AgeSubject"
"jar",730.599999999999,613.699999999999,4,200.000000000001,6.99999999999998,335,36,"voiced","old"
"grouse",910.389999999997,700.400000000002,2.07,31.0000000000001,3,30,6,"voiced","old"
"twist",721.230000000002,710.299999999997,3.87,239,5.99999999999997,89,696,"voiceless","old"
"spurt",855.519999999999,710.200000000002,2.97,42.0000000000001,5,55,52,"voiceless","old"
"arm",681.210000000003,645.199999999997,5.23,1896.99999999999,39.0000000000001,3766,100,"voiced","old"
"shunt",919.480000000003,643.100000000002,1.73,5,3,0,42,"voiceless","old"
"swerve",1040.74,664.100000000002,3.33,24.0000000000001,3,9,73,"voiceless","old"
"till",826.409999999996,672,4.53,1373,8.00000000000003,4,23,"voiceless","old"
"build",709.870000000001,611.399999999997,4.59,1325,10,80,4336,"voiced","old"
"burst",767.000000000003,607.7,4.2,634.000000000003,5.99999999999997,230,682,"voiced","old"
"shine",861.26,653.599999999998,4.7,139,12,30,642,"voiceless","old"
"thank",707.030000000002,618.299999999998,6.37,1813,9,0,2063,"voiceless","old"
"bend",696,597.900000000001,4.6,382.000000000002,5,179,1179,"voiced","old"
"urge",782.689999999997,614.699999999998,4.1,345,5.99999999999997,264,696,"voiced","old"
"weep",813.850000000002,610.100000000002,3.67,117,3,0,499,"voiced","old"
"lilt",842.269999999998,680.300000000004,1.73,14,3,13,10,"voiced","old"
"tilt",702.9,627.100000000003,3.6,133,4,68,260,"voiceless","old"
"greet",781.669999999999,704.100000000002,4.57,141,2,0,559,"voiced","old"
"wear",764.239999999998,641.300000000002,5.97,1211.00000000001,11,146,4339,"voiced","old"
"play",693.700000000003,626.499999999998,5.93,4951.99999999999,47.0000000000001,2461,7245,"voiceless","old"
"spray",832.770000000001,713.499999999999,4.34,198.000000000001,5,205,180,"voiceless","old"
"quell",891.790000000002,697.999999999998,2.4,20.9999999999999,2,0,36,"voiceless","old"
"glide",798.570000000004,683.499999999997,3.24,36,8.00000000000003,13,116,"voiced","old"
"shift",750.1,626.600000000006,4.6,633.000000000003,13,550,816,"voiceless","old"
"plunge",755.210000000003,721.199999999998,3.27,135,4,38,358,"voiceless","old"
"cling",747.499999999999,656.400000000002,3.93,121,3,0,489,"voiceless","old"
"rule",709.209999999997,615.599999999997,5.07,1231.99999999999,12,2224,658,"voiced","old"
"squall",792.300000000003,655.599999999997,2.03,8.00000000000003,5,13,8,"voiceless","old"
"smirk",901.539999999998,702.600000000003,3.5,27,3,24,39,"voiceless","old"
"rove",889.39,687.399999999997,1.7,13,4,0,45,"voiced","old"
"retch",1063.89,748.200000000003,2.13,9,2,0,39,"voiced","old"
"fake",785.889999999999,629.899999999998,4.91,141,5,44,81,"voiceless","old"
"bash",871.9,614.8,4.07,25,3,10,67,"voiced","old"
"chop",678.210000000002,641.999999999999,3.6,132,10,102,349,"voiceless","old"
"robe",792.029999999999,649,4.13,157,5.99999999999997,257,16,"voiced","old"
"roast",794.329999999997,660.399999999998,3.67,152.000000000001,5.99999999999997,20,165,"voiced","old"
"fawn",810.380000000002,698.399999999998,2.47,28.9999999999999,3,27,20,"voiceless","old"
"rile",915.82,692.900000000003,2.2,5,2,0,12,"voiced","old"
"preach",821.769999999999,710.200000000002,3.67,69,4,0,232,"voiceless","old"
"ride",758.069999999999,628.000000000001,5.5,618,11,354,1019,"voiced","old"
"fast",710.07,618,5.5,1815,17.9999999999999,41,32,"voiceless","old"
"write",741.070000000001,671.200000000002,5.8,2272.99999999999,16,0,8317,"voiced","old"
"woo",994.520000000003,642.500000000003,2.47,45,3,0,94,"voiced","old"
"stroll",784.900000000001,673.799999999998,3.37,88.0000000000003,4,55,232,"voiceless","old"
"strive",829.689999999998,736.499999999996,4.4,72.9999999999999,3,0,237,"voiceless","old"
"bitch",775.270000000002,700.799999999999,5.67,273,5.99999999999997,289,21,"voiced","old"
"would",710.900000000002,658.700000000002,6.43,52885.0000000025,22.0000000000001,0,18448,"voiced","old"
"sniff",769.549999999998,697.200000000003,3.8,59,5,26,229,"voiceless","old"
"boast",732.499999999998,648.899999999998,3.33,91.9999999999999,6.99999999999998,23,211,"voiced","old"
"sound",662.169999999997,628.200000000002,5.7,2989.99999999999,19,2725,2245,"voiceless","old"
"gash",1026.74,672.500000000004,2.9,34.9999999999999,3,45,14,"voiced","old"
"try",708.460000000001,672.4,6.03,4805.00000000003,9,139,13237,"voiceless","old"
"work",706.570000000002,645.900000000002,6.67,14931.9999999999,86.0000000000002,12514,9925,"voiced","old"
"gripe",774.400000000002,693.700000000003,2.97,5.99999999999997,4,5,12,"voiced","old"
"itch",758.97,619.399999999999,4.88,42.9999999999999,5,22,75,"voiced","old"
"wipe",691.100000000001,622.799999999998,4.83,193.000000000001,5,6,668,"voiced","old"
"do",740.140000000003,659.5,6.47,38344.0000000012,17.9999999999999,18,80717,"voiced","old"
"gasp",842.360000000002,633.500000000004,3.2,91,3,87,285,"voiced","old"
"yearn",848.969999999999,679.899999999997,3.13,25,2,0,102,"voiced","old"
"should",699.030000000003,641.899999999999,6.38,17761,3,0,17760,"voiceless","old"
"watch",722.029999999997,624.800000000002,5.73,1951,27,710,4483,"voiced","old"
"dent",872.700000000004,635.899999999999,3.57,19,8.00000000000003,26,34,"voiced","old"
"bump",865.629999999994,639.399999999999,4.17,108,11,97,192,"voiced","old"
"glance",750.069999999996,628.400000000002,4.27,540.999999999999,4,624,853,"voiced","old"
"will",668.669999999999,611.399999999997,6.33,37795.0000000009,31.0000000000001,2301,70068,"voiced","old"
"search",822.410000000002,689.000000000001,5.07,1012,10,869,810,"voiceless","old"
"boom",795.440000000001,631.600000000002,3.17,262.999999999999,4,272,191,"voiced","old"
"haunt",820.660000000004,651,3.2,83.9999999999997,3,45,246,"voiceless","old"
"swing",681.929999999999,663.099999999998,3.73,552.999999999997,6.99999999999998,318,1001,"voiceless","old"
"stanch",970.699999999999,710.4,2.2,5,5,0,4,"voiceless","old"
"mend",723.549999999999,628.299999999999,3.23,81.9999999999997,6.99999999999998,17,151,"voiced","old"
"wilt",771.700000000002,670.600000000001,2.93,1,2,0,54,"voiced","old"
"eat",733.27,622.9,6.67,2424.99999999999,17.9999999999999,0,5183,"voiced","old"
"swirl",846.099999999995,760.900000000002,3.53,42.0000000000001,3,37,176,"voiceless","old"
"take",702.499999999999,635.200000000003,6.16,13805.0000000001,20,0,34323,"voiceless","old"
"lash",779.000000000001,662.999999999998,2.9,42.9999999999999,6.99999999999998,79,152,"voiced","old"
"paint",674.430000000001,634.600000000003,4.23,727.000000000001,13,463,1285,"voiceless","old"
"dodge",768.690000000004,676.600000000001,3.8,39.0000000000001,5,14,84,"voiced","old"
"stuff",729.729999999998,704.9,6.33,1207,10,1160,383,"voiceless","old"
"count",669.139999999998,645.500000000002,5.07,1394,17.0000000000001,973,1122,"voiceless","old"
"tack",869.140000000002,663.700000000001,3.27,47.0000000000001,5.99999999999997,49,43,"voiceless","old"
"lack",744.789999999999,629.099999999997,4.87,1611.99999999999,4,1447,653,"voiced","old"
"pledge",777.030000000001,634.100000000002,4.4,94.9999999999999,3,87,99,"voiceless","old"
"pass",763.529999999998,635.1,5.5,1790,19,495,4687,"voiceless","old"
"last",625.53,664.999999999997,5.8,11755.9999999999,9,0,1266,"voiced","old"
"splash",723.270000000002,711.900000000002,4.17,99.9999999999999,5.99999999999997,95,180,"voiceless","old"
"scotch",862.570000000002,761.100000000003,3.72,9,3,0,13,"voiceless","old"
"whack",862.549999999997,681.899999999995,3.24,23,5.99999999999997,9,30,"voiced","old"
"stunt",832.929999999995,722.000000000003,3.3,70.0000000000001,3,82,63,"voiceless","old"
"cowl",1016.33,749.100000000002,1.33,5.99999999999997,3,5,5,"voiceless","old"
"cook",713.8,658.099999999998,5.43,727.000000000001,15,329,1284,"voiceless","old"
"strip",704.289999999996,689.599999999998,4.33,383.000000000002,13,435,360,"voiceless","old"
"strut",900.670000000003,698.3,3.47,25.9999999999999,3,21,55,"voiceless","old"
"sting",814.099999999999,670.799999999997,3.27,96.0000000000003,5.99999999999997,73,151,"voiceless","old"
"pound",666.319999999996,643.299999999997,4.7,770,6.99999999999998,4691,160,"voiceless","old"
"stink",788.110000000004,687.900000000001,4.83,60,4,47,72,"voiceless","old"
"cost",711.890000000002,676.499999999998,5.97,2497.99999999999,5,3242,985,"voiceless","old"
"make",672.070000000003,598.300000000003,6.5,15832.9999999999,27,0,41842,"voiced","old"
"stray",712.230000000003,645.300000000004,3.81,115,5.99999999999997,30,111,"voiceless","old"
"jerk",728.969999999996,638.599999999999,4.53,119,6.99999999999998,98,276,"voiced","old"
"frame",715.710000000003,674.300000000002,4.3,482.999999999999,6.99999999999998,593,227,"voiceless","old"
"yawn",763.569999999998,655.2,4.2,49.0000000000002,3,40,135,"voiced","old"
"stint",851.859999999998,720.500000000002,2.4,25,3,30,1,"voiceless","old"
"claim",779.300000000003,663.799999999997,4.27,1305.00000000001,17.0000000000001,1035,1794,"voiceless","old"
"snug",833.929999999999,666.299999999999,3.53,50.0000000000002,8.00000000000003,4,5,"voiceless","old"
"stop",727.590000000002,687.500000000003,6.43,3136,20.9999999999999,453,5955,"voiceless","old"
"champ",698.929999999998,647.299999999997,3.47,3,3,3,6,"voiceless","old"
"brawl",871.929999999997,685.5,3.97,16,4,28,8,"voiced","old"
"dump",727.789999999998,657.299999999999,4.53,131,5,101,304,"voiced","old"
"rob",745.8,622.600000000001,4.07,105,4,0,262,"voiced","old"
"tread",748.520000000002,695.700000000003,3.23,103,5.99999999999997,43,216,"voiceless","old"
"howl",712.499999999996,616.8,2.9,49.0000000000002,4,40,177,"voiceless","old"
"stow",937.890000000005,742.499999999996,2.63,28.9999999999999,5.99999999999997,0,56,"voiceless","old"
"dock",689.000000000001,625.599999999999,3.2,204.000000000001,9,297,50,"voiced","old"
"snip",875.269999999996,712.000000000003,2.6,17.0000000000001,4,4,33,"voiceless","old"
"send",748.279999999997,643.400000000003,5.34,1505.00000000001,5.99999999999997,0,4822,"voiceless","old"
"snap",719.700000000001,676.999999999996,3.87,156,17.0000000000001,61,506,"voiceless","old"
"knit",722.029999999997,626.899999999998,2.9,46.0000000000002,5.99999999999997,0,169,"voiced","old"
"hoot",750.900000000002,628.299999999999,2.53,19,4,29,56,"voiceless","old"
"lug",786.400000000003,642.9,3.3,14,12,2,45,"voiced","old"
"lie",705.55,665.199999999998,5.17,1450,13,356,5728,"voiced","old"
"clench",910.850000000002,677.9,3.53,17.0000000000001,2,0,176,"voiceless","old"
"clinch",868.380000000001,683,3.63,19,4,2,41,"voiceless","old"
"gnaw",841.11,740.699999999998,3.27,17.0000000000001,2,0,79,"voiced","old"
"press",723.339999999996,626.600000000006,5.07,2410,60.9999999999999,1800,1567,"voiceless","old"
"treat",721.629999999995,691.3,4.5,675.999999999997,11,118,1764,"voiceless","old"
"lag",721.830000000001,644.999999999998,3.07,57,5,45,62,"voiced","old"
"rot",789.560000000003,677.799999999999,3.67,146,9,69,209,"voiced","old"
"blend",728.100000000003,623.299999999997,3.83,121,4,62,147,"voiced","old"
"launch",797.809999999998,651.6,3.2,290.999999999999,4,174,702,"voiced","old"
"dread",748.210000000002,676.200000000003,3.63,170,9,99,154,"voiced","old"
"guide",675.03,605.899999999998,4.3,659.999999999999,6.99999999999998,614,459,"voiced","old"
"show",739.030000000001,596,5.3,4166.00000000001,24.0000000000001,1229,8395,"voiceless","old"
"starve",785.8,681.899999999995,4.3,121,4,0,364,"voiceless","old"
"lap",670.600000000001,608.800000000002,4.2,334,9,353,70,"voiced","old"
"throw",774.520000000002,671.499999999998,4.93,870,11,121,2858,"voiceless","old"
"sprawl",846.069999999999,740.000000000003,2.83,47.0000000000001,3,30,165,"voiceless","old"
"serve",795.830000000001,694.599999999997,4.6,1188,36.9999999999998,89,2669,"voiceless","old"
"dream",688.310000000001,635.6,5.23,1029,17.0000000000001,1380,672,"voiced","old"
"strain",737.229999999998,665.199999999998,3.97,604.999999999999,8.00000000000003,633,359,"voiceless","old"
"let",844.000000000003,588.599999999999,5.73,7039,32.0000000000001,4,7728,"voiced","old"
"grudge",808.899999999995,683.600000000003,3.7,50.0000000000002,4,49,15,"voiced","old"
"mock",792.029999999999,631.9,4,147.999999999999,6.99999999999998,3,173,"voiced","old"
"lay",647.57,633.600000000002,4.83,2800.99999999998,33,0,2167,"voiced","old"
"lend",694.139999999998,602.5,4.4,220.999999999999,5,0,489,"voiced","old"
"tend",871.410000000003,613.800000000003,4.77,1181,8.00000000000003,0,2336,"voiceless","old"
"wake",789.720000000002,607.800000000004,5.73,568.999999999999,11,189,1181,"voiced","old"
"tease",722.899999999999,647.800000000001,4.55,81.9999999999997,5.99999999999997,18,249,"voiceless","old"
"moot",889.160000000001,661.2,2.1,9,2,0,18,"voiced","old"
"wash",758.639999999998,665.500000000003,5.7,720,32.0000000000001,120,1663,"voiced","old"
"cause",727.07,684.199999999997,5.8,2241.00000000001,12,1832,3074,"voiceless","old"
"cry",738.039999999999,667.200000000002,4.83,891,8.00000000000003,526,2158,"voiceless","old"
"grasp",763.400000000001,653.8,3.7,364,3,151,451,"voiced","old"
"carve",745.880000000005,682.599999999995,3.17,41.0000000000001,3,0,350,"voiceless","old"
"teach",729.87,633.899999999999,5.17,905.000000000004,5,0,2558,"voiceless","old"
"lease",687.929999999996,662.500000000002,3.67,75,11,89,46,"voiced","old"
"pulse",659.769999999999,663.700000000001,4.17,164,3,207,43,"voiceless","old"
"joke",681.340000000002,634.600000000003,5.5,612.000000000002,8.00000000000003,896,202,"voiced","old"
"jump",640.870000000001,631.700000000003,4.8,489.999999999999,8.00000000000003,142,1195,"voiced","old"
"spell",685.999999999997,747.600000000002,4.33,386,9,334,319,"voiceless","old"
"squirm",784.620000000003,724.600000000002,3.27,25,3,0,89,"voiceless","old"
"squirt",826.030000000002,693.1,3.23,27.9999999999999,4,14,56,"voiceless","old"
"squint",786.480000000001,713.8,3.4,23,5,8,124,"voiceless","old"
"boost",852.630000000001,645.500000000002,3.7,133,4,53,149,"voiced","old"
"flush",735.600000000003,647.6,4.77,146,5.99999999999997,86,245,"voiceless","old"
"smell",680.030000000002,702.400000000002,5.77,1085,5,891,850,"voiceless","old"
"sue",759.769999999999,624.300000000001,3.8,153.000000000001,2,0,220,"voiceless","old"
"trill",975.399999999998,737.899999999999,2.1,9,3,14,14,"voiceless","old"
"call",693.1,628.000000000001,6.17,4277.00000000001,22.0000000000001,1059,12429,"voiceless","old"
"drone",865.379999999997,707.499999999998,2.31,28.9999999999999,3,44,37,"voiced","old"
"stain",856.379999999998,711.900000000002,4.5,129,5,228,214,"voiceless","old"
"quench",872.820000000004,696.299999999999,3.47,5,3,0,25,"voiceless","old"
"stamp",756.640000000004,720,4.23,244,9,332,298,"voiceless","old"
"sock",776.13,653.099999999999,5.13,53.9999999999998,5,331,13,"voiceless","old"
"see",725.83,645.500000000002,6.13,20969.0000000001,11,0,36958,"voiceless","old"
"rend",872.78,618.699999999998,2.1,5,2,0,29,"voiced","old"
"smelt",854.89,677.9,2.63,129,3,5,22,"voiceless","old"
"slouch",913.000000000001,661.400000000005,3.63,13,4,8,36,"voiceless","old"
"sag",741.719999999999,641.300000000002,3.57,32.0000000000001,3,10,151,"voiceless","old"
"sin",796.859999999996,722.299999999999,4.03,443.999999999998,9,638,61,"voiceless","old"
"sip",695.450000000001,715.699999999998,4.4,89,3,82,294,"voiceless","old"
"scour",803.43,732.700000000002,2.87,22.0000000000001,4,9,83,"voiceless","old"
"float",767.529999999999,641.099999999999,3.93,302,8.00000000000003,183,585,"voiceless","old"
"sit",700.63,645.600000000001,5.87,2149,9,0,8969,"voiceless","old"
"flick",795.43,665.700000000001,3.73,74,4,59,190,"voiceless","old"
"set",686.210000000001,665.700000000001,5.2,6688.00000000001,39.0000000000001,1866,5630,"voiceless","old"
"hate",685.429999999996,614.199999999999,6.03,1012,5.99999999999997,272,1643,"voiceless","old"
"drill",709.279999999998,666.800000000001,3.93,174,5,141,209,"voiced","old"
"pose",738.070000000003,651.6,3.24,192,20,105,496,"voiceless","old"
"lose",750.889999999999,646.799999999999,5.23,1433,3,0,6086,"voiced","old"
"vent",876.930000000001,631.600000000002,3.93,52.0000000000001,4,57,46,"voiced","old"
"moo",882.700000000003,675.8,3.37,5.99999999999997,4,1,13,"voiced","old"
"rent",734.170000000002,645.399999999999,4.4,743.999999999999,14,920,520,"voiced","old"
"poke",753.300000000001,629,3.73,77.9999999999999,10,13,254,"voiceless","old"
"sew",745.570000000002,690.3,3.5,49.0000000000002,3,0,201,"voiceless","old"
"lump",736.290000000003,631.3,3.63,233,6.99999999999998,329,49,"voiced","old"
"toast",653.57,641,4.4,262.999999999999,5.99999999999997,261,65,"voiceless","old"
"say",636.380000000001,666.000000000001,6.07,15720.9999999998,6.99999999999998,0,76541,"voiceless","old"
"look",680.339999999997,592.3,6.23,10585.0000000001,12,2371,24165,"voiced","old"
"mow",960.889999999998,695.899999999997,3.37,33,4,0,84,"voiced","old"
"loom",791.13,640.300000000002,2.7,52.9999999999999,6.99999999999998,35,172,"voiced","old"
"pinch",798.900000000003,631.199999999997,3.67,105,4,70,169,"voiceless","old"
"fight",794.069999999998,708.7,4.63,1699,13,667,2549,"voiceless","old"
"toss",709.359999999999,672,3.73,106,4,47,357,"voiceless","old"
"ask",705.109999999998,580.199999999998,6.48,4053.00000000001,2,0,14651,"voiced","old"
"toot",815.710000000004,624.699999999997,2.9,8.00000000000003,5,3,19,"voiceless","old"
"get",724.030000000001,642.099999999998,6.77,20944.9999999999,10,0,42717,"voiced","old"
"spoil",729.169999999998,708.100000000001,4.13,178.999999999999,8.00000000000003,19,528,"voiceless","old"
"stretch",771.370000000002,685.199999999997,4.3,696,9,556,1209,"voiceless","old"
"limp",733.790000000004,610.800000000002,3.87,192,5.99999999999997,24,117,"voiced","old"
"slice",696.79,682.099999999998,4.43,203,4,314,209,"voiceless","old"
"shout",697.099999999998,663.899999999998,4.93,357,3,221,1504,"voiceless","old"
"spout",931.450000000002,723.400000000002,3.21,33,5,34,32,"voiceless","old"
"act",715.520000000004,639.699999999999,4.87,3355,52.9999999999999,2761,2212,"voiced","old"
"cluck",930.829999999997,697.499999999999,2.73,10,3,6,25,"voiceless","old"
"chuck",837.969999999998,658.800000000003,2.87,42.9999999999999,5,2,86,"voiceless","old"
"swell",690.629999999997,644.999999999998,3.6,159,4,76,270,"voiceless","old"
"vault",744.749999999999,678.100000000003,3.2,60.9999999999999,9,40,70,"voiced","old"
"bruise",768.339999999997,639.500000000002,4.77,42.0000000000001,4,85,152,"voiced","old"
"scrape",824.460000000002,659.900000000002,3.77,90.0000000000005,5.99999999999997,24,222,"voiceless","old"
"crease",825.450000000002,744.800000000002,3.4,42.9999999999999,3,69,79,"voiceless","old"
"brood",818.270000000003,683.499999999997,2.2,60.9999999999999,10,34,181,"voiced","old"
"chomp",952.460000000004,664.9,3.07,20.9999999999999,2,0,24,"voiceless","old"
"quiz",782.859999999997,729.4,5.53,33,5.99999999999997,39,13,"voiceless","old"
"clout",780.76,652.699999999999,2.57,32.0000000000001,3,27,15,"voiceless","old"
"brook",775.200000000003,698.200000000003,3.13,78.9999999999999,3,79,18,"voiced","old"
"mourn",721.170000000001,667.200000000002,3.1,41.0000000000001,5.99999999999997,0,110,"voiced","old"
"choose",716.169999999999,635.500000000001,5.83,1153,3,0,3211,"voiceless","old"
"click",734.600000000002,634.899999999997,3.9,101,5,110,163,"voiceless","old"
"mount",715.499999999996,620.200000000001,3.63,415.000000000001,9,278,730,"voiced","old"
"twitch",816.929999999996,641.999999999999,3.13,72.9999999999999,4,50,178,"voiceless","old"
"fade",739.969999999997,622.200000000002,3.93,125,3,0,643,"voiceless","old"
"pierce",845.500000000004,703.200000000002,3.53,41.0000000000001,2,0,142,"voiceless","old"
"rock",693.199999999999,581.700000000002,5.2,1427.00000000001,17.0000000000001,2081,250,"voiced","old"
"spin",686.340000000002,698.799999999999,4.27,142,12,39,458,"voiceless","old"
"type",786.37,637.700000000003,5.41,1679,23,2469,303,"voiceless","old"
"strike",665.299999999999,661.5,3.97,1439,9,1157,1999,"voiceless","old"
"fright",852.480000000004,705.900000000002,3.5,159,6.99999999999998,154,4,"voiceless","old"
"trace",713.97,638,3.57,491,6.99999999999998,563,389,"voiceless","old"
"spit",757.570000000002,705.000000000001,4.23,105,9,45,280,"voiceless","old"
"nab",887.919999999996,619.500000000002,2.47,5,2,0,10,"voiced","old"
"crush",711.769999999998,680.099999999998,4,142,4,55,372,"voiceless","old"
"growl",799.230000000004,670.499999999998,4.03,33,4,25,109,"voiced","old"
"flare",718.31,690.700000000002,3.37,60,5,56,153,"voiceless","old"
"hog",662.409999999997,670.499999999998,2.93,45,10,47,16,"voiceless","old"
"nap",786.400000000003,647,5.63,90.0000000000005,4,98,21,"voiced","old"
"scare",859.429999999997,655.9,4.9,114.000000000001,5.99999999999997,67,134,"voiceless","old"
"burn",748.97,648.899999999998,4.13,496.000000000001,11,206,1577,"voiced","old"
"croak",853.070000000001,697.399999999999,2.9,17.9999999999999,3,13,40,"voiceless","old"
"thrive",766.130000000002,670.399999999997,3.6,105,2,0,213,"voiceless","old"
"bid",683.24,649,3.5,258.000000000001,10,244,141,"voiced","old"
"drawl",812.149999999996,690.199999999998,2.24,25.9999999999999,3,25,25,"voiced","old"
"brag",739.759999999998,636.999999999998,4.2,15,4,2,30,"voiced","old"
"hop",749.970000000004,628.700000000003,3.13,91.9999999999999,15,90,154,"voiceless","old"
"beg",676.93,638.199999999998,4.07,209,9,0,546,"voiced","old"
"err",865.229999999998,659.599999999998,2.5,28.9999999999999,5,0,51,"voiced","old"
"nudge",1016.57,632.300000000002,3.47,36,3,26,95,"voiced","old"
"buzz",730.130000000002,627.300000000002,3.9,75,4,53,135,"voiced","old"
"bind",778.400000000003,678.000000000003,3.37,86.9999999999997,13,18,303,"voiced","old"
"bounce",676.540000000003,597.900000000001,4.38,96.0000000000003,6.99999999999998,39,289,"voiced","old"
"ban",843.140000000002,653.9,3.73,236,5,194,362,"voiced","old"
"cough",749.170000000003,704.100000000002,4.93,204.000000000001,4,211,223,"voiceless","old"
"couch",702.530000000001,667.6,5.03,166,5.99999999999997,171,35,"voiceless","old"
"staunch",861.690000000002,679.100000000003,2.57,30.0000000000001,5,0,14,"voiceless","old"
"brew",725.129999999997,654.899999999995,3.7,45,5.99999999999997,40,107,"voiced","old"
"bet",676.399999999997,590.599999999999,4.73,459.000000000002,5,126,447,"voiced","old"
"cure",802.699999999999,672.600000000001,4.17,381,15,262,383,"voiceless","old"
"buy",703.029999999996,621.600000000002,5.93,2261,4,4,4594,"voiced","old"
"talk",770.030000000001,656.900000000002,6.45,4671.99999999999,16,826,9141,"voiceless","old"
"cuff",815.79,647.499999999998,3,70.0000000000001,5.99999999999997,111,41,"voiceless","old"
"pall",891.88,702.699999999999,1.93,44,5,32,21,"voiceless","old"
"bay",737.709999999995,631.199999999997,3.5,577,5.99999999999997,566,41,"voiced","old"
"shave",751.690000000004,632.099999999998,5.07,108,5.99999999999997,29,249,"voiceless","old"
"blow",712.749999999999,619.399999999999,4.43,722.999999999997,20,481,1507,"voiced","old"
"spare",769.279999999997,650.199999999997,4,634.999999999999,8.00000000000003,23,379,"voiceless","old"
"curl",707.170000000003,642.9,4.57,77.9999999999999,6.99999999999998,136,273,"voiceless","old"
"punch",720.039999999998,636.300000000002,3.97,143,13,133,186,"voiceless","old"
"please",684.299999999999,656.800000000001,6.73,2222.00000000001,17.9999999999999,0,326,"voiceless","old"
"cope",757.040000000002,657.4,3.4,647.999999999997,4,30,782,"voiceless","old"
"cram",1022.57,692.3,4.6,36.9999999999998,4,0,189,"voiceless","old"
"hunch",841.11,636.9,3.47,53.9999999999998,5,59,152,"voiceless","old"
"slant",797.569999999998,709.000000000002,3.13,25,8.00000000000003,24,50,"voiceless","old"
"clang",833.520000000002,686.500000000003,2.73,27.9999999999999,6.99999999999998,23,56,"voiceless","old"
"chafe",867.270000000001,722.299999999999,2,5,3,1,39,"voiceless","old"
"swim",729.830000000003,689.299999999996,4.1,430.000000000001,5.99999999999997,165,837,"voiceless","old"
"huff",871.139999999999,624.300000000001,2.67,17.0000000000001,6.99999999999998,12,14,"voiceless","old"
"hurl",721.460000000001,633.8,3.63,41.0000000000001,3,0,224,"voiceless","old"
"dunk",849.550000000002,675.8,3.83,5,2,0,14,"voiced","old"
"swap",831.14,665.100000000003,4.07,44,3,13,102,"voiceless","old"
"hope",657,595.699999999999,5.3,3334,10,1438,4080,"voiceless","old"
"hold",705.699999999997,644.800000000001,5.43,2813.99999999999,36.9999999999998,537,8324,"voiceless","old"
"trend",773.700000000001,646.799999999999,4.5,398.000000000001,8.00000000000003,634,1,"voiceless","old"
"drag",694.670000000002,610.7,3.83,339,5.99999999999997,114,867,"voiced","old"
"poise",784.449999999996,693.999999999997,3.2,33.9999999999999,5.99999999999997,29,9,"voiceless","old"
"skid",727.329999999997,684,3.4,39.0000000000001,5.99999999999997,40,59,"voiceless","old"
"chant",766.099999999996,616.899999999998,3.3,47.9999999999999,5,59,136,"voiceless","old"
"hurt",722.069999999997,629.899999999998,5.03,993.999999999996,5.99999999999997,31,1204,"voiceless","old"
"hunt",718.31,610.000000000002,3.37,396,14,227,514,"voiceless","old"
"sway",794.580000000001,701.900000000003,3.63,103,5,38,324,"voiceless","old"
"drip",698.170000000001,659.099999999997,3.8,56,5,38,183,"voiced","old"
"dive",764.380000000002,585.599999999999,4.07,99.9999999999999,16,49,225,"voiced","old"
"blanch",879.480000000001,732.400000000003,1.93,9,2,0,46,"voiced","old"
"hire",728.929999999998,654.700000000003,4.73,269,4,96,555,"voiceless","old"
"curve",715.000000000002,667.399999999997,4.63,277,6.99999999999998,381,222,"voiceless","old"
"dine",808.069999999998,601.6,3.7,72.9999999999999,8.00000000000003,0,563,"voiced","old"
"smart",729.37,657.299999999999,5.17,381,6.99999999999998,0,30,"voiceless","old"
"rape",746.570000000002,630.999999999998,3.93,313.999999999999,4,274,187,"voiced","old"
"skip",760.529999999998,681.199999999998,4.83,81.0000000000001,3,23,168,"voiceless","old"
"draw",731.169999999999,620.399999999997,4.77,1126.00000000001,10,117,3853,"voiced","old"
"mince",933.239999999998,661.2,2.4,52.0000000000001,6.99999999999998,35,66,"voiced","old"
"thump",800.700000000001,658.4,2.97,91.9999999999999,5,47,121,"voiceless","old"
"strand",791.680000000001,667.799999999997,3.33,153.000000000001,3,253,13,"voiceless","old"
"belch",780.04,682.599999999995,3.97,19,3,14,59,"voiced","old"
"pluck",738.999999999998,653.8,3.3,39.0000000000001,5.99999999999997,14,151,"voiceless","old"
"strafe",1002.67,713.000000000003,1.43,5,2,0,15,"voiceless","old"
"cod",795.499999999998,647.899999999999,2.57,174.999999999999,5.99999999999997,175,2,"voiceless","old"
"fleet",737.719999999996,656.400000000002,3,258.000000000001,5.99999999999997,263,4,"voiceless","old"
"bless",754.000000000003,615.000000000001,4.67,189,2,0,315,"voiced","old"
"grate",848.830000000001,673.000000000001,3.27,40.0000000000001,4,34,83,"voiced","old"
"mine",819.52,620.399999999997,5.9,1658.99999999999,17.9999999999999,453,68,"voiced","old"
"tempt",712.619999999997,634.100000000002,4.17,57,5,0,335,"voiceless","old"
"craze",795.300000000001,650.700000000001,3.37,46.0000000000002,5.99999999999997,48,35,"voiceless","old"
"cop",747.97,661.599999999999,4.23,156,5.99999999999997,289,17,"voiceless","old"
"waive",858.130000000003,700.600000000003,3.1,9,3,0,26,"voiced","old"
"crave",875.529999999997,693.1,4.27,36.9999999999998,2,0,90,"voiceless","old"
"wade",765.179999999997,656.099999999999,2.73,60.9999999999999,3,0,149,"voiced","old"
